fpr tpr threshold Method Boundary
0.00841526957204212 0.0049921996879875195 0.2713654208841109 Bayes 8
0.008676884170136694 0.0049921996879875195 0.2699529428682637 Bayes 8
0.008676884170136694 0.005304212168486739 0.2694401582648374 Bayes 8
0.008938498768231268 0.005304212168486739 0.2681429643452328 Bayes 8
0.008938498768231268 0.005616224648985959 0.2680997371911706 Bayes 8
0.009091107283786435 0.005616224648985959 0.2673420243937867 Bayes 8
0.009091107283786435 0.00592823712948518 0.2672977624609459 Bayes 8
0.009352721881881009 0.00592823712948518 0.2660842880189765 Bayes 8
0.009352721881881009 0.0062402496099844 0.2660301123577715 Bayes 8
0.00954893283045194 0.0062402496099844 0.265258898157427 Bayes 8
0.00954893283045194 0.006552262090483619 0.2651320479158484 Bayes 8
0.009766944995530751 0.006552262090483619 0.2639543609391484 Bayes 8
0.009766944995530751 0.007176287051482059 0.2638813221498113 Bayes 8
0.010072162026641086 0.007176287051482059 0.2628961109697196 Bayes 8
0.010072162026641086 0.00748829953198128 0.2628958993373381 Bayes 8
0.010246571758704135 0.00748829953198128 0.2620201136306542 Bayes 8
0.010246571758704135 0.008112324492979718 0.2619894502388397 Bayes 8
0.010377379057751423 0.008112324492979718 0.2612519802121137 Bayes 8
0.010377379057751423 0.008424336973478939 0.2612144354985164 Bayes 8
0.010551788789814472 0.008424336973478939 0.2605300506704212 Bayes 8
0.010551788789814472 0.00873634945397816 0.2604154786407054 Bayes 8
0.011118620419019381 0.00873634945397816 0.2581962541778824 Bayes 8
0.011118620419019381 0.009048361934477379 0.2581726110764358 Bayes 8
0.011140421635527262 0.009048361934477379 0.2581542407338097 Bayes 8
0.011140421635527262 0.0093603744149766 0.258089477402019 Bayes 8
0.011380235017113955 0.0093603744149766 0.2568318765813787 Bayes 8
0.011380235017113955 0.009672386895475818 0.2567413901011925 Bayes 8
0.011903464213303102 0.009672386895475818 0.254456566761446 Bayes 8
0.011903464213303102 0.009984399375975039 0.2544398408461148 Bayes 8
0.012186880027905557 0.009984399375975039 0.2533610789064997 Bayes 8
0.012186880027905557 0.01029641185647426 0.2531350624733871 Bayes 8
0.012644705574571062 0.01029641185647426 0.2511154449271169 Bayes 8
0.012644705574571062 0.010608424336973479 0.2510198609436635 Bayes 8
0.01281911530663411 0.010608424336973479 0.2503264130999428 Bayes 8
0.01281911530663411 0.0109204368174727 0.2503177494529488 Bayes 8
0.013255139636791733 0.0109204368174727 0.2481841058533563 Bayes 8
0.013255139636791733 0.011544461778471139 0.2478917615509781 Bayes 8
0.013494953018378426 0.011544461778471139 0.247088465732071 Bayes 8
0.013494953018378426 0.01185647425897036 0.2469894013917456 Bayes 8
0.013996380998059691 0.01185647425897036 0.2457060881611177 Bayes 8
0.013996380998059691 0.012168486739469579 0.2456873864236632 Bayes 8
0.014018182214567573 0.012168486739469579 0.2454868687867482 Bayes 8
0.014018182214567573 0.012792511700468018 0.2451790910299102 Bayes 8
0.014039983431075454 0.012792511700468018 0.2451541741514697 Bayes 8
0.014039983431075454 0.013104524180967239 0.2450201098818849 Bayes 8
0.014301598029170028 0.013104524180967239 0.2442838005960801 Bayes 8
0.014301598029170028 0.01341653666146646 0.2442626597194968 Bayes 8
0.014541411410756721 0.01341653666146646 0.2435852043933608 Bayes 8
0.014541411410756721 0.013728549141965678 0.2434644576967128 Bayes 8
0.014606815060280364 0.013728549141965678 0.243173360338029 Bayes 8
0.014606815060280364 0.014040561622464899 0.2431104883100216 Bayes 8
0.01473762235932765 0.014040561622464899 0.2427971550029956 Bayes 8
0.01473762235932765 0.014352574102964118 0.2426731299524033 Bayes 8
0.014846628441867056 0.014352574102964118 0.2424053427091725 Bayes 8
0.014846628441867056 0.014664586583463339 0.2423859161719359 Bayes 8
0.01493383330789858 0.014664586583463339 0.242027176248025 Bayes 8
0.01493383330789858 0.01497659906396256 0.2420077054354109 Bayes 8
0.01510824303996163 0.01497659906396256 0.2412466938865617 Bayes 8
0.01510824303996163 0.015288611544461778 0.2412262013630659 Bayes 8
0.015217249122501036 0.015288611544461778 0.2409558996187428 Bayes 8
0.015217249122501036 0.015600624024960999 0.2409336239706491 Bayes 8
0.015369857638056204 0.015600624024960999 0.24061355017298 Bayes 8
0.015369857638056204 0.01591263650546022 0.2405607455111065 Bayes 8
0.016285508731387212 0.01591263650546022 0.2381893796789241 Bayes 8
0.016285508731387212 0.016224648985959437 0.2379582554761649 Bayes 8
0.01643811724694238 0.016224648985959437 0.237460318737718 Bayes 8
0.01643811724694238 0.016536661466458658 0.2373670626131875 Bayes 8
0.016612526979005428 0.016536661466458658 0.2369863853310554 Bayes 8
0.016612526979005428 0.016848673946957878 0.2369258464381107 Bayes 8
0.016699731845036953 0.016848673946957878 0.236681118888089 Bayes 8
0.016699731845036953 0.0171606864274571 0.2366570350173218 Bayes 8
0.01702675009265517 0.0171606864274571 0.2357947684625931 Bayes 8
0.01702675009265517 0.01747269890795632 0.2357571375961704 Bayes 8
0.017113954958686693 0.01747269890795632 0.2356390928715143 Bayes 8
0.017113954958686693 0.017784711388455537 0.2355722854165191 Bayes 8
0.0179205999694783 0.017784711388455537 0.2337471242562414 Bayes 8
0.0179205999694783 0.018096723868954757 0.2336933200785786 Bayes 8
